PlayerName,Team,PlayerNumber,GamesPlayed,GamesStarted,StartingPercentage,TotalPoints,AvgPointsPerGame,1PMadeShots,2PMadeShots,3PMadeShots,TotalFieldGoalsMade,AvgShotsPerGame,PointsPerShot,TotalFouls,AvgFoulsPerGame,PFouls,P1Fouls,P2Fouls,P3Fouls
GENOUD Alan,Arantia Larochette,5,3,0,0.0,4,1.33,2,1,0,3,1.0,1.33,2,0.67,1,0,1,0
BRUCK Lou,Musel Pikes C,5,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,4,2.0,1,0,2,0
NEUMAN Tom,Arantia Larochette C,7,3,0,0.0,4,1.33,0,2,0,2,0.67,2.0,1,0.33,1,0,0,0
MIRANDA LIMA Diego Ricardo,Kordall Steelers B,8,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0.0,0,0,0,0
RIBEIRO-GONCALVES Jaylson,Black Frogs Schieren C,13,3,1,33.3,4,1.33,0,2,0,2,0.67,2.0,5,1.67,2,0,3,0
REULAND Keven,AB Contern B,12,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,1,1.0,0,1,0,0
RUPIL Tristan Andrea Raimondo,Mambra Mamer C,6,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0.0,0,0,0,0
PAPANIKOLAOU Nikolaos,Sparta Bertrange B,6,1,1,100.0,4,4.0,1,0,1,2,2.0,2.0,2,2.0,0,0,2,0
OLY Charel,US Heffingen B,7,1,1,100.0,4,4.0,0,2,0,2,2.0,2.0,3,3.0,0,0,3,0
DA CRUZ SALOMAO Jason,Basket Esch D,9,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,1,1.0,1,0,0,0
DAIMINGER Jonathan Maximilian,Avanti Mondorf B,9,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0.0,0,0,0,0
PRIM Joe,US Heffingen B,4,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,2,2.0,1,0,1,0
MUJKIC LAUNOIS Mathieu Serge Jules,Nitia Bettembourg B,11,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,1,1.0,0,0,1,0
WILLIAMS III Walter Philmore,Arantia Larochette,12,1,1,100.0,4,4.0,0,2,0,2,2.0,2.0,1,1.0,0,0,1,0
FERREIRA PINTO Jorge Manuel,North Fox C,5,2,1,50.0,4,2.0,0,2,0,2,1.0,2.0,0,0.0,0,0,0,0
SALAC Martin,Gréngewald Hueschtert B,10,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,5,2.5,1,1,3,0
LOUVIGNY Desire Sekou,AB Contern,12,5,0,0.0,4,0.8,0,2,0,2,0.4,2.0,7,1.4,1,1,4,1
VANDLER Fabien,Basket Esch,6,4,0,0.0,3,0.75,1,1,0,2,0.5,1.5,0,0.0,0,0,0,0
BARELLI Raphael,Résidence Walferdange B,10,1,1,100.0,3,3.0,1,1,0,2,2.0,1.5,4,4.0,2,1,1,0
MARAGE Julien,Mambra Mamer B,14,1,0,0.0,3,3.0,0,0,1,1,1.0,3.0,1,1.0,0,0,1,0
BACKES Leo,Racing Luxembourg,10,2,0,0.0,3,1.5,0,0,1,1,0.5,3.0,0,0.0,0,0,0,0
MOULIN Sebastien,Sparta Bertrange C,15,1,0,0.0,3,3.0,0,0,1,1,1.0,3.0,0,0.0,0,0,0,0
CHEUNG Kim Kiu,Arantia Larochette C,10,2,1,50.0,3,1.5,1,1,0,2,1.0,1.5,2,1.0,0,0,2,0
LOECHNER-ERNST Hector Dieter,Mambra Mamer,8,3,0,0.0,3,1.0,0,0,2,2,0.67,1.5,2,0.67,0,0,2,0
LUCIANI Nino,Bascharage Hedgehogs B,9,1,1,100.0,3,3.0,0,0,0,0,0.0,3.0,2,2.0,0,0,2,0
MAES Simon,US Heffingen B,5,3,0,0.0,3,1.0,1,1,0,2,0.67,1.5,2,0.67,1,0,1,0
MARTELING Bill,Nitia Bettembourg B,9,1,1,100.0,3,3.0,1,1,0,2,2.0,1.5,1,1.0,1,0,0,0
RODRIGUES-OTTO Aaron,Nitia Bettembourg B,10,2,0,0.0,3,1.5,1,1,0,2,1.0,1.5,1,0.5,0,0,1,0
CARVALHO CARDOSO Daniel,BC Mess B,6,4,0,0.0,3,0.75,3,0,0,3,0.75,1.0,0,0.0,0,0,0,0
REINIG David,Amicale Steesel B,12,1,1,100.0,3,3.0,1,1,0,2,2.0,1.5,0,0.0,0,0,0,0
MENDES ARAUJO Mike Ricardo,Nitia Bettembourg B,12,3,1,33.3,3,1.0,0,0,1,1,0.33,3.0,3,1.0,1,0,2,0
LALIOTIS Konstantinos,Sparta Bertrange B,13,1,0,0.0,3,3.0,1,1,0,2,2.0,1.5,0,0.0,0,0,0,0
STEFFEN Romain,Musel Pikes B,10,1,0,0.0,3,3.0,0,0,1,1,1.0,3.0,0,0.0,0,0,0,0
MUSYOKA Leo,Kordall Steelers B,6,2,1,50.0,3,1.5,1,1,0,2,1.0,1.5,1,0.5,0,0,1,0
DAWSON Zachary Ivan,Racing Luxembourg D,14,1,0,0.0,3,3.0,1,1,0,2,2.0,1.5,1,1.0,0,0,1,0
SHUNGU BONGA Victor,Résidence Walferdange,12,5,0,0.0,3,0.6,1,1,0,2,0.4,1.5,2,0.4,2,0,0,0
GRAFFE Bob,Gréngewald Hueschtert B,12,1,1,100.0,3,3.0,0,0,1,1,1.0,3.0,4,4.0,1,0,3,0
JOHANNS Philip,North Fox C,12,1,0,0.0,3,3.0,0,0,1,1,1.0,3.0,0,0.0,0,0,0,0
GIAMPAOLO Romeo Vincenzo,Bascharage Hedgehogs B,11,1,0,0.0,3,3.0,0,0,1,1,1.0,3.0,2,2.0,1,0,1,0
JAEGER Matt,Kordall Steelers,6,3,0,0.0,3,1.0,0,0,1,1,0.33,3.0,1,0.33,0,1,0,0
WEIS Laurent,Telstar Hesperange D,15,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,1,1.0,0,0,1,0
WAGENER Luc,US Heffingen B,5,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,2,2.0,1,0,1,0
WANG ZengKuan,Racing Luxembourg C,8,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,2,2.0,0,1,1,0
ADJOGBOVI Mensanh Theodore,North Fox B,15,1,1,100.0,2,2.0,0,1,0,1,1.0,2.0,0,0.0,0,0,0,0
GLORVIGEN James Olav,Gréngewald Hueschtert B,10,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,2,2.0,0,0,2,0
GILS Jeff,Black Star Mersch C,10,3,2,66.7,2,0.67,0,1,0,1,0.33,2.0,3,1.0,0,0,3,0
GEROUVILLE Laurent,Telstar Hesperange E,7,1,0,0.0,2,2.0,2,0,0,2,2.0,1.0,3,3.0,2,0,1,0
KABOTH Jordan,Telstar Hesperange B,12,1,0,0.0,2,2.0,2,0,0,2,2.0,1.0,0,0.0,0,0,0,0
LOGELIN Christophe,Sparta Bertrange B,4,1,1,100.0,2,2.0,0,3,0,3,3.0,0.67,3,3.0,1,0,2,0
DUPONG Nicolas Francois L.,Gréngewald Hueschtert B,7,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,1,1.0,0,0,1,0
AGOLLI Faton,Mambra Mamer C,11,3,0,0.0,2,0.67,0,1,0,1,0.33,2.0,2,0.67,0,0,2,0
MONTEIRO DELGADO Luca,Musel Pikes,15,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,0,0.0,0,0,0,0
RAMOS FONSECA Denilson,Basket Esch,12,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,0,0.0,0,0,0,0
MOLKARA Farzam,Sparta Bertrange C,13,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,5,2.5,3,0,2,0
LOENGTEN Lee,Avanti Mondorf B,9,1,1,100.0,2,2.0,0,1,0,1,1.0,2.0,1,1.0,0,0,1,0
BAH Sofiane Amadou,Racing Luxembourg B,15,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,1,1.0,0,0,1,0
WOLTER Noah,Etzella Ettelbruck,14,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,0,0.0,0,0,0,0
GILLET Thierry,BC Mess B,15,2,1,50.0,2,1.0,0,1,0,1,0.5,2.0,1,0.5,0,0,1,0
JOHANNS Philip,North Fox B,8,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,0,0.0,0,0,0,0
GOHLHAUSEN Daniel,Black Star Mersch B,9,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,1,1.0,0,0,1,0
FLAMMANG Alain,Basket Esch D,15,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,3,1.5,2,0,0,0
FLEURY Jean-Noel,Sparta Bertrange C,9,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,3,3.0,1,0,2,0
KOTSOPOULOS Anastasios,Telstar Hesperange B,4,1,1,100.0,2,2.0,0,1,0,1,1.0,2.0,0,0.0,0,0,0,0
BOUACIDA Merwan,Mambra Mamer C,14,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,4,4.0,2,0,2,0
CHEVREMONT Nicolas Ferd,AS Soleuvre C,8,3,1,33.3,2,0.67,0,1,0,1,0.33,2.0,5,1.67,1,1,3,0
DO ROSARIO DIAS Tiago Jose,Rebound Préizerdaul B,9,1,0,0.0,2,2.0,2,0,0,2,2.0,1.0,0,0.0,0,0,0,0
RODEL Louis,North Fox B,8,3,2,66.7,2,0.67,0,1,0,1,0.33,2.0,9,3.0,0,2,7,0
RIAHI Raouf,Basket Esch D,9,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,6,3.0,0,1,5,0
CULHANE Liam Tiago,AB Contern C,10,4,1,25.0,2,0.5,0,1,0,1,0.25,2.0,2,0.5,0,1,1,0
RIES Pit,Musel Pikes C,6,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,2,1.0,1,0,1,0
WOLF Daniel,Telstar Hesperange D,15,1,1,100.0,2,2.0,0,1,0,1,1.0,2.0,0,0.0,0,0,0,0
ALBANESE Matteo Elia,Bascharage Hedgehogs B,6,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,2,1.0,1,0,1,0
WIES Thierry,Black Star Mersch B,4,1,0,0.0,2,2.0,2,0,0,2,2.0,1.0,3,3.0,0,1,2,0
WILSON Derek Lamont,Rebound Préizerdaul B,15,1,0,0.0,2,2.0,2,0,0,2,2.0,1.0,1,1.0,0,1,0,0
PERES DIAS Ricardo Miguel,Black Frogs Schieren C,4,1,0,0.0,2,2.0,2,0,0,2,2.0,1.0,2,2.0,1,0,1,0
ENTRINGER Bruno,Black Frogs Schieren C,10,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,5,2.5,3,0,2,0
FACCHETTI Matteo,Racing Luxembourg B,6,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,2,2.0,0,2,0,0
DI BARI Luca,Black Star Mersch C,14,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,2,2.0,1,0,1,0
MAIORANO Jonah,Musel Pikes C,5,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,3,1.5,0,0,3,0
SARKOVIC Nikola,BC Mess B,15,1,0,0.0,2,2.0,0,1,0,1,1.0,2.0,4,4.0,0,1,3,0
SCHROEDER Tom,Black Star Mersch B,13,3,0,0.0,2,0.67,0,1,0,1,0.33,2.0,2,0.67,0,0,2,0
KUFFER Filip,Sparta Bertrange B,8,2,0,0.0,2,1.0,0,1,0,1,0.5,2.0,1,0.5,0,1,0,0
FERNANDES TORRES Pedro Alexandre,AB Contern C,5,3,0,0.0,2,0.67,0,1,0,1,0.33,2.0,1,0.33,0,1,0,0
IGBINOVIA OBAMWONYI Victor,North Fox C,4,1,1,100.0,1,1.0,1,0,0,1,1.0,1.0,1,1.0,0,0,1,0
SCHROEDER Steve,Black Star Mersch C,4,1,0,0.0,1,1.0,1,0,0,1,1.0,1.0,0,0.0,0,0,0,0
FERNANDES TORRES Miguel Antonio,AB Contern B,12,1,0,0.0,1,1.0,1,0,0,1,1.0,1.0,0,0.0,0,0,0,0
SCHAACK Felix,Amicale Steesel B,5,2,0,0.0,1,0.5,1,0,0,1,0.5,1.0,0,0.0,0,0,0,0
CASTELLANI Marco,AB Contern C,5,1,0,0.0,1,1.0,1,0,0,1,1.0,1.0,1,1.0,1,0,0,0
WINANDY Yves,T71 Dudelange C,13,2,0,0.0,1,0.5,1,0,0,1,0.5,1.0,0,0.0,0,0,0,0
HARTZ Jason,Musel Pikes,12,1,0,0.0,1,1.0,1,0,0,1,1.0,1.0,1,1.0,1,0,0,0
VARADINAC Stevica,Basket Esch D,13,4,1,25.0,1,0.25,1,0,0,1,0.25,1.0,5,1.25,1,1,3,0
SANNA Enzo,Musel Pikes,4,2,0,0.0,1,0.5,1,0,0,1,0.5,1.0,3,1.5,0,0,2,1
WOLF Christian,Sparta Bertrange B,11,1,1,100.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
WELTER Tim,Rebound Préizerdaul B,5,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,1.0,1,0,1,0
DA COSTA FERNANDES Jack,Nitia Bettembourg B,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
NUSS Maximilien,Arantia Larochette,12,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
NOVAKOVIC Konstantin,AB Contern,6,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
DECKER Emmanuel Martin Thomas,Black Frogs Schieren C,4,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.33,0,0,1,0
MURRAY Henry Alberto,Mambra Mamer,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LITT Jerome,Basket Esch D,6,1,1,100.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
SARTORATI Giulio,Sparta Bertrange B,9,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
SCHANEN Ronny,Telstar Hesperange D,5,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.5,0,1,0,0
SCHLECHTER Pol,North Fox C,15,1,1,100.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
SAINBAYAR Munkhbileg,Mambra Mamer C,6,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
MC LEOD Theo,Sparta Bertrange,8,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,1.0,0,1,1,0
MAUD Mehdi Nour,Sparta Bertrange C,7,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
MAESTRO VARILLAS Diego,Sparta Bertrange,9,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.33,0,0,1,0
DERVISI Albnor,Arantia Larochette C,12,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
MARCHAND Ulryc,Kordall Steelers,12,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
COLLARD Terry,Mambra Mamer C,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
DONDELINGER Lenn,T71 Dudelange,15,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CLEES Lou,Etzella Ettelbruck,14,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
CLASEN Christophe,US Heffingen C,4,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,4,2.0,0,1,3,0
MEYERS Melvin,Mambra Mamer,10,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,2.0,1,0,1,0
CERQUEIRA SANTOS Tomas,Kordall Steelers B,7,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,1.0,2,0,0,0
MELANDA Paulo,T71 Dudelange C,10,5,0,0.0,0,0.0,0,0,0,0,0.0,0.0,9,1.8,1,1,6,1
MELANDA Paulo,T71 Dudelange B,10,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,4,4.0,1,0,2,0
AGLAMISIS Ioannis,Mambra Mamer C,15,4,4,100.0,0,0.0,0,0,0,0,0.0,0.0,3,0.75,0,1,2,0
FANDEL Sacha,Arantia Larochette C,6,4,1,25.0,0,0.0,0,0,0,0,0.0,0.0,8,2.0,4,0,4,0
FERNANDES DA CONCEICAO Djessi,Kordall Steelers,6,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
SIBLIANI Nicola,Telstar Hesperange B,7,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,2.0,0,0,2,0
BRINCK Robert,US Heffingen B,7,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CAPOZUCCA Santiago,Gréngewald Hueschtert B,4,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GASPAR Rui,Racing Luxembourg C,6,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
FERREIRA PINTO Jorge Manuel,North Fox B,4,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,1,0,0,0
LAZARIDIS Georgios,Gréngewald Hueschtert C,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
FERREIRA CORDEIRO Lucas,Nitia Bettembourg B,10,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
FERREIRA GORDO David,Musel Pikes,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LAHURE Timothee,Racing Luxembourg,11,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KOCAN Anel,T71 Dudelange C,11,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,4,1.0,3,0,1,0
GEIBEN Tim,AS Soleuvre C,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,0,0
BECKERS Steen,Black Star Mersch B,5,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
TESTORI EP. DIBER Luca,Black Star Mersch B,15,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,3,3.0,3,0,0,0
TEIXEIRA BADOIS Alexandre,North Fox B,7,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
TASTEKIN Ata,Sparta Bertrange,11,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
SULCAS Vaidas,Telstar Hesperange C,6,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.5,0,0,1,0
BOSDIJK Lars,Arantia Larochette,13,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BOURGOIGNIE MARTIN Alexis Georges,Mambra Mamer,10,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,4,1.33,1,1,2,0
STEMPER Jayson,Racing Luxembourg,12,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.25,1,0,0,0
KERSCHEN Philippe,AB Contern C,12,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KAMINSKI Lukasz Grzegorz,Résidence Walferdange B,11,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
KURTES Yigit,Mambra Mamer,6,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.5,0,0,1,0
KUNNERT Jean-Pierre,US Heffingen B,14,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,6,1.5,1,3,2,0
SIMKUS Zilvinas,Telstar Hesperange C,11,1,1,100.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BECKERS Yannick,Black Star Mersch C,4,1,1,100.0,0,0.0,0,0,0,0,0.0,0.0,3,3.0,0,0,3,0
JUNG Scott,Bascharage Hedgehogs B,12,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
JOHANNS Yannick,North Fox B,7,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GUEDES Len,T71 Dudelange,14,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GRIVET Maurice,Résidence Walferdange,11,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HEIDERSCHEID Max Charel Pol,Black Star Mersch B,14,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,2.0,1,0,1,0
GOMES Luca,Sparta Bertrange C,7,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,7,1.75,3,1,3,0
JEITZ Noah,T71 Dudelange,6,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BEICHT Jules,Sparta Bertrange,5,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.5,0,0,1,0
THILL Charel Jean,North Fox B,15,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
THINNES Paul,BC Mess B,10,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
JADIN Tom,BC Mess B,5,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,1,0,0
HALFORD Marc Henry,Avanti Mondorf B,15,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,3,3.0,1,0,2,0
WOLTER Gil,Black Frogs Schieren C,10,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,1.0,0,0,1,0
XIROUCHAKIS Damian Ioannis,AB Contern,6,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
WAGENER Jeff,US Heffingen B,5,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,2.0,0,0,2,0
WAGENER Jeff,US Heffingen C,5,3,1,33.3,0,0.0,0,0,0,0,0.0,0.0,6,2.0,2,0,4,0
WOHL Landon,Amicale Steesel,10,4,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,0.25,0,0,1,0
ZUCCA Noah,Kordall Steelers,9,3,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2,0.67,1,0,1,0
